Organization,Category,Item,Week,Starting_Quantity,Incoming,Outgoing
Hope Foundation,Food,Flour,42,123,111,133
Hope Foundation,Food,Flour,43,204,144,63
Hope Foundation,Food,Flour,44,260,104,48
Hope Foundation,Food,Flour,45,158,52,154
Hope Foundation,Food,Flour,46,159,80,79
Hope Foundation,Food,Flour,47,181,85,63
Hope Foundation,Food,Flour,48,280,144,45
Hope Foundation,Food,Flour,49,272,115,123
Hope Foundation,Food,Flour,50,299,141,114
Hope Foundation,Food,Flour,51,234,53,118
Hope Foundation,Food,Flour,52,132,55,157
Hope Foundation,Food,Flour,53,116,143,159
Hope Foundation,Food,Flour,54,115,100,101
Hope Foundation,Food,Flour,55,116,106,105
Hope Foundation,Food,Flour,56,130,128,114
Hope Foundation,Food,Flour,57,122,57,65
Hope Foundation,Food,Flour,58,138,100,84
Hope Foundation,Food,Flour,59,187,93,44
Hope Foundation,Food,Flour,60,241,119,65
Hope Foundation,Food,Flour,61,300,117,58
Hope Foundation,Food,Flour,62,297,133,136
Hope Foundation,Food,Flour,63,214,69,152
Hope Foundation,Food,Flour,64,189,61,86
Hope Foundation,Food,Flour,65,110,50,129
Hope Foundation,Food,Flour,66,70,63,103
Hope Foundation,Food,Flour,67,81,87,76
Hope Foundation,Food,Flour,68,2,60,139
Hope Foundation,Food,Flour,69,0,126,146
Hope Foundation,Food,Flour,70,0,52,72
Hope Foundation,Food,Flour,71,0,55,89
Hope Foundation,Food,Flour,72,15,59,44
Hope Foundation,Food,Flour,73,38,72,49
Hope Foundation,Food,Flour,74,90,93,41
Hope Foundation,Food,Flour,75,73,62,79
Hope Foundation,Food,Flour,76,1,51,123
Hope Foundation,Food,Flour,77,13,114,102
Hope Foundation,Food,Flour,78,79,122,56
Hope Foundation,Food,Flour,79,23,58,114
Hope Foundation,Food,Flour,80,24,64,63
Hope Foundation,Food,Flour,81,0,87,158
Hope Foundation,Food,Flour,82,0,84,133
Hope Foundation,Food,Flour,83,56,144,88
Hope Foundation,Food,Flour,84,73,118,101
Hope Foundation,Food,Flour,85,35,109,147
Hope Foundation,Food,Flour,86,17,99,117
Hope Foundation,Food,Flour,87,93,124,48
Hope Foundation,Food,Flour,88,61,83,115
Hope Foundation,Food,Flour,89,135,148,74
Hope Foundation,Food,Flour,90,106,50,79
Hope Foundation,Food,Flour,91,158,113,61
Hope Foundation,Food,Flour,92,164,109,103
Hope Foundation,Food,Flour,93,195,142,111
Hope Foundation,Food,Flour,94,111,60,144
Hope Foundation,Food,Flour,95,75,63,99
Hope Foundation,Food,Flour,96,80,79,74
Hope Foundation,Food,Flour,97,138,134,76
Hope Foundation,Food,Flour,98,70,54,122
Hope Foundation,Food,Flour,99,132,127,65
Hope Foundation,Food,Flour,100,200,111,43
Hope Foundation,Food,Flour,101,190,138,148
Hope Foundation,Food,Flour,102,153,91,128
Hope Foundation,Food,Flour,103,141,67,79
Hope Foundation,Food,Flour,104,184,121,78
Hope Foundation,Food,Cereal,1,395,63,71
Hope Foundation,Food,Cereal,2,418,100,77
Hope Foundation,Food,Cereal,3,502,146,62
Hope Foundation,Food,Cereal,4,560,112,54
Hope Foundation,Food,Cereal,5,642,146,64
Hope Foundation,Food,Cereal,6,572,66,136
Hope Foundation,Food,Cereal,7,570,115,117
Hope Foundation,Food,Cereal,8,529,102,143
Hope Foundation,Food,Cereal,9,551,100,78
Hope Foundation,Food,Cereal,10,542,100,109
Hope Foundation,Food,Cereal,11,491,55,106
Hope Foundation,Food,Cereal,12,457,56,90
Hope Foundation,Food,Cereal,13,497,121,81
Hope Foundation,Food,Cereal,14,455,113,155
Hope Foundation,Food,Cereal,15,369,64,150
Hope Foundation,Food,Cereal,16,375,78,72
Hope Foundation,Food,Cereal,17,376,143,142
Hope Foundation,Food,Cereal,18,377,76,75
Hope Foundation,Food,Cereal,19,378,78,77
Hope Foundation,Food,Cereal,20,348,106,136
Hope Foundation,Food,Cereal,21,330,76,94
Hope Foundation,Food,Cereal,22,305,82,107
Hope Foundation,Food,Cereal,23,335,135,105
Hope Foundation,Food,Cereal,24,350,59,44
Hope Foundation,Food,Cereal,25,337,123,136
Hope Foundation,Food,Cereal,26,372,87,52
Hope Foundation,Food,Cereal,27,366,80,86
Hope Foundation,Food,Cereal,28,367,149,148
Hope Foundation,Food,Cereal,29,413,137,91
Hope Foundation,Food,Cereal,30,464,105,54
Hope Foundation,Food,Cereal,31,495,78,47
Hope Foundation,Food,Cereal,32,481,54,68
Hope Foundation,Food,Cereal,33,470,96,107
Hope Foundation,Food,Cereal,34,511,125,84
Hope Foundation,Food,Cereal,35,496,51,66
Hope Foundation,Food,Cereal,36,486,144,154
Hope Foundation,Food,Cereal,37,496,85,75
Hope Foundation,Food,Cereal,38,489,75,82
Hope Foundation,Food,Cereal,39,457,76,108
Hope Foundation,Food,Cereal,40,476,69,50
Hope Foundation,Food,Cereal,41,456,123,143
Hope Foundation,Food,Cereal,42,498,87,45
Hope Foundation,Food,Cereal,43,557,121,62
Hope Foundation,Food,Cereal,44,524,96,129
Hope Foundation,Food,Cereal,45,473,95,146
Hope Foundation,Food,Cereal,46,405,61,129
Hope Foundation,Food,Cereal,47,324,62,143
Hope Foundation,Food,Cereal,48,314,111,121
Hope Foundation,Food,Cereal,49,316,138,136
Hope Foundation,Food,Cereal,50,343,109,82
Hope Foundation,Food,Cereal,51,321,125,147
Hope Foundation,Food,Cereal,52,319,149,151
Hope Foundation,Food,Cereal,53,392,117,44
Hope Foundation,Food,Cereal,54,367,86,111
Hope Foundation,Food,Cereal,55,438,141,70
Hope Foundation,Food,Cereal,56,339,58,157
Hope Foundation,Food,Cereal,57,371,100,68
Hope Foundation,Food,Cereal,58,419,127,79
Hope Foundation,Food,Cereal,59,384,90,125
Hope Foundation,Food,Cereal,60,382,60,62
Hope Foundation,Food,Cereal,61,347,50,85
Hope Foundation,Food,Cereal,62,288,70,129
Hope Foundation,Food,Cereal,63,280,85,93
Hope Foundation,Food,Cereal,64,320,136,96
Hope Foundation,Food,Cereal,65,268,50,102
Hope Foundation,Food,Cereal,66,277,103,94
Hope Foundation,Food,Cereal,67,312,89,54
Hope Foundation,Food,Cereal,68,296,70,86
Hope Foundation,Food,Cereal,69,326,122,92
Hope Foundation,Food,Cereal,70,271,58,113
Hope Foundation,Food,Cereal,71,276,101,96
Hope Foundation,Food,Cereal,72,271,75,80
Hope Foundation,Food,Cereal,73,253,84,102
Hope Foundation,Food,Cereal,74,198,74,129
Hope Foundation,Food,Cereal,75,245,124,77
Hope Foundation,Food,Cereal,76,250,51,46
Hope Foundation,Food,Cereal,77,251,131,130
Hope Foundation,Food,Cereal,78,204,83,130
Hope Foundation,Food,Cereal,79,188,66,82
Hope Foundation,Food,Cereal,80,149,108,147
Hope Foundation,Food,Cereal,81,156,100,93
Hope Foundation,Food,Cereal,82,165,73,64
Hope Foundation,Food,Cereal,83,194,120,91
Hope Foundation,Food,Cereal,84,157,119,156
Hope Foundation,Food,Cereal,85,222,137,72
Hope Foundation,Food,Cereal,86,252,98,68
Hope Foundation,Food,Cereal,87,218,112,146
Hope Foundation,Food,Cereal,88,224,71,65
Hope Foundation,Food,Cereal,89,148,77,153
Hope Foundation,Food,Cereal,90,194,134,88
Hope Foundation,Food,Cereal,91,194,120,120
Hope Foundation,Food,Cereal,92,183,133,144
Hope Foundation,Food,Cereal,93,222,98,59
Hope Foundation,Food,Cereal,94,226,135,131
Hope Foundation,Food,Cereal,95,238,112,100
Hope Foundation,Food,Cereal,96,226,98,110
Hope Foundation,Food,Cereal,97,141,50,135
Hope Foundation,Food,Cereal,98,70,62,133
Hope Foundation,Food,Cereal,99,116,136,90
Hope Foundation,Food,Cereal,100,99,105,122
Hope Foundation,Food,Cereal,101,139,111,71
Hope Foundation,Food,Cereal,102,150,79,68
Hope Foundation,Food,Cereal,103,164,98,84
Hope Foundation,Food,Cereal,104,237,142,69
Hope Foundation,Clothing,Shirts,1,474,89,58
Hope Foundation,Clothing,Shirts,2,501,67,40
Hope Foundation,Clothing,Shirts,3,474,127,154
Hope Foundation,Clothing,Shirts,4,417,96,153
Hope Foundation,Clothing,Shirts,5,375,115,157
Hope Foundation,Clothing,Shirts,6,364,141,152
Hope Foundation,Clothing,Shirts,7,430,143,77
Hope Foundation,Clothing,Shirts,8,428,100,102
Hope Foundation,Clothing,Shirts,9,441,53,40
Hope Foundation,Clothing,Shirts,10,430,57,68
Hope Foundation,Clothing,Shirts,11,392,104,142
Hope Foundation,Clothing,Shirts,12,373,52,71
Hope Foundation,Clothing,Shirts,13,319,59,113
Hope Foundation,Clothing,Shirts,14,302,132,149
Hope Foundation,Clothing,Shirts,15,249,83,136
Hope Foundation,Clothing,Shirts,16,291,136,94
Hope Foundation,Clothing,Shirts,17,361,141,71
Hope Foundation,Clothing,Shirts,18,414,99,46
Hope Foundation,Clothing,Shirts,19,509,142,47
Hope Foundation,Clothing,Shirts,20,527,114,96
Hope Foundation,Clothing,Shirts,21,516,116,127
Hope Foundation,Clothing,Shirts,22,554,136,98
Hope Foundation,Clothing,Shirts,23,582,121,93
Hope Foundation,Clothing,Shirts,24,608,116,90
Hope Foundation,Clothing,Shirts,25,623,146,131
Hope Foundation,Clothing,Shirts,26,607,57,73
Hope Foundation,Clothing,Shirts,27,556,84,135
Hope Foundation,Clothing,Shirts,28,576,137,117
Hope Foundation,Clothing,Shirts,29,498,81,159
Hope Foundation,Clothing,Shirts,30,447,95,146
Hope Foundation,Clothing,Shirts,31,405,65,107
Hope Foundation,Clothing,Shirts,32,398,86,93
Hope Foundation,Clothing,Shirts,33,479,134,53
Hope Foundation,Clothing,Shirts,34,529,144,94
Hope Foundation,Clothing,Shirts,35,505,97,121
Hope Foundation,Clothing,Shirts,36,448,56,113
Hope Foundation,Clothing,Shirts,37,432,56,72
Hope Foundation,Clothing,Shirts,38,380,72,124
Hope Foundation,Clothing,Shirts,39,297,68,151
Hope Foundation,Clothing,Shirts,40,290,68,75
Hope Foundation,Clothing,Shirts,41,269,78,99
Hope Foundation,Clothing,Shirts,42,359,131,41
Hope Foundation,Clothing,Shirts,43,323,50,86
Hope Foundation,Clothing,Shirts,44,382,118,59
Hope Foundation,Clothing,Shirts,45,297,60,145
Hope Foundation,Clothing,Shirts,46,242,51,106
Hope Foundation,Clothing,Shirts,47,220,136,158
Hope Foundation,Clothing,Shirts,48,222,61,59
Hope Foundation,Clothing,Shirts,49,200,54,76
Hope Foundation,Clothing,Shirts,50,154,87,133
Hope Foundation,Clothing,Shirts,51,75,58,137
Hope Foundation,Clothing,Shirts,52,94,102,83
Hope Foundation,Clothing,Shirts,53,87,148,155
Hope Foundation,Clothing,Shirts,54,75,135,147
Hope Foundation,Clothing,Shirts,55,28,73,120
Hope Foundation,Clothing,Shirts,56,82,123,69
Hope Foundation,Clothing,Shirts,57,41,108,149
Hope Foundation,Clothing,Shirts,58,42,136,135
Hope Foundation,Clothing,Shirts,59,19,130,153
Hope Foundation,Clothing,Shirts,60,96,130,53
Hope Foundation,Clothing,Shirts,61,75,58,79
Hope Foundation,Clothing,Shirts,62,42,115,148
Hope Foundation,Clothing,Shirts,63,0,74,142
Hope Foundation,Clothing,Shirts,64,0,122,157
Hope Foundation,Clothing,Shirts,65,0,71,146
Hope Foundation,Clothing,Shirts,66,0,53,65
Hope Foundation,Clothing,Shirts,67,39,107,68
Hope Foundation,Clothing,Shirts,68,60,147,126
Hope Foundation,Clothing,Shirts,69,32,86,114
Hope Foundation,Clothing,Shirts,70,94,119,57
Hope Foundation,Clothing,Shirts,71,147,134,81
Hope Foundation,Clothing,Shirts,72,216,149,80
Hope Foundation,Clothing,Shirts,73,230,87,73
Hope Foundation,Clothing,Shirts,74,220,66,76
Hope Foundation,Clothing,Shirts,75,153,74,141
Hope Foundation,Clothing,Shirts,76,152,125,126
Hope Foundation,Clothing,Shirts,77,163,135,124
Hope Foundation,Clothing,Shirts,78,143,76,96
Hope Foundation,Clothing,Shirts,79,178,80,45
Hope Foundation,Clothing,Shirts,80,239,140,79
Hope Foundation,Clothing,Shirts,81,335,147,51
Hope Foundation,Clothing,Shirts,82,327,102,110
Hope Foundation,Clothing,Shirts,83,302,59,84
Hope Foundation,Clothing,Shirts,84,303,66,65
Hope Foundation,Clothing,Shirts,85,306,134,131
Hope Foundation,Clothing,Shirts,86,332,111,85
Hope Foundation,Clothing,Shirts,87,404,113,41
Hope Foundation,Clothing,Shirts,88,361,103,146
Hope Foundation,Clothing,Shirts,89,385,114,90
Hope Foundation,Clothing,Shirts,90,412,102,75
Hope Foundation,Clothing,Shirts,91,419,75,68
Hope Foundation,Clothing,Shirts,92,439,70,50
Hope Foundation,Clothing,Shirts,93,478,89,50
Hope Foundation,Clothing,Shirts,94,411,85,152
Hope Foundation,Clothing,Shirts,95,441,108,78
Hope Foundation,Clothing,Shirts,96,496,148,93
Hope Foundation,Clothing,Shirts,97,549,147,94
Hope Foundation,Clothing,Shirts,98,465,73,157
Hope Foundation,Clothing,Shirts,99,428,71,108
Hope Foundation,Clothing,Shirts,100,461,105,72
Hope Foundation,Clothing,Shirts,101,396,85,150
Hope Foundation,Clothing,Shirts,102,343,69,122
Hope Foundation,Clothing,Shirts,103,336,148,155
Hope Foundation,Clothing,Shirts,104,365,130,101
Hope Foundation,Clothing,Pants,1,699,147,112
Hope Foundation,Clothing,Pants,2,669,75,105
Hope Foundation,Clothing,Pants,3,679,122,112
Hope Foundation,Clothing,Pants,4,712,89,56
Hope Foundation,Clothing,Pants,5,634,50,128
Hope Foundation,Clothing,Pants,6,662,110,82
Hope Foundation,Clothing,Pants,7,689,91,64
Hope Foundation,Clothing,Pants,8,703,88,74
Hope Foundation,Clothing,Pants,9,602,52,153
Hope Foundation,Clothing,Pants,10,605,93,90
Hope Foundation,Clothing,Pants,11,607,143,141
Hope Foundation,Clothing,Pants,12,703,147,51
Hope Foundation,Clothing,Pants,13,631,68,140
Hope Foundation,Clothing,Pants,14,626,93,98
Hope Foundation,Clothing,Pants,15,624,98,100
Hope Foundation,Clothing,Pants,16,577,66,113
Hope Foundation,Clothing,Pants,17,589,106,94
Hope Foundation,Clothing,Pants,18,634,96,51
Hope Foundation,Clothing,Pants,19,626,111,119
Hope Foundation,Clothing,Pants,20,641,137,122
Hope Foundation,Clothing,Pants,21,564,57,134
Hope Foundation,Clothing,Pants,22,514,70,120
Hope Foundation,Clothing,Pants,23,510,136,140
Hope Foundation,Clothing,Pants,24,530,129,109
Hope Foundation,Clothing,Pants,25,587,121,64
Hope Foundation,Clothing,Pants,26,590,131,128
Hope Foundation,Clothing,Pants,27,597,61,54
Hope Foundation,Clothing,Pants,28,640,108,65
Hope Foundation,Clothing,Pants,29,629,75,86
Hope Foundation,Clothing,Pants,30,661,81,49
Hope Foundation,Clothing,Pants,31,616,65,110
Hope Foundation,Clothing,Pants,32,620,66,62
Hope Foundation,Clothing,Pants,33,571,75,124
Hope Foundation,Clothing,Pants,34,660,135,46
Hope Foundation,Clothing,Pants,35,605,63,118
Hope Foundation,Clothing,Pants,36,613,56,48
Hope Foundation,Clothing,Pants,37,599,97,111
Hope Foundation,Clothing,Pants,38,581,108,126
Hope Foundation,Clothing,Pants,39,602,142,121
Hope Foundation,Clothing,Pants,40,613,144,133
Hope Foundation,Clothing,Pants,41,563,88,138
Hope Foundation,Clothing,Pants,42,532,67,98
Hope Foundation,Clothing,Pants,43,545,66,53
Hope Foundation,Clothing,Pants,44,562,80,63
Hope Foundation,Clothing,Pants,45,563,148,147
Hope Foundation,Clothing,Pants,46,588,109,84
Hope Foundation,Clothing,Pants,47,693,147,42
Hope Foundation,Clothing,Pants,48,697,86,82
Hope Foundation,Clothing,Pants,49,657,89,129
Hope Foundation,Clothing,Pants,50,635,104,126
Hope Foundation,Clothing,Pants,51,669,88,54
Hope Foundation,Clothing,Pants,52,590,53,132
Hope Foundation,Clothing,Pants,53,661,135,64
Hope Foundation,Clothing,Pants,54,602,62,121
Hope Foundation,Clothing,Pants,55,629,82,55
Hope Foundation,Clothing,Pants,56,573,91,147
Hope Foundation,Clothing,Pants,57,594,115,94
Hope Foundation,Clothing,Pants,58,661,148,81
Hope Foundation,Clothing,Pants,59,675,83,69
Hope Foundation,Clothing,Pants,60,685,62,52
Hope Foundation,Clothing,Pants,61,681,67,71
Hope Foundation,Clothing,Pants,62,688,145,138
Hope Foundation,Clothing,Pants,63,691,88,85
Hope Foundation,Clothing,Pants,64,668,78,101
Hope Foundation,Clothing,Pants,65,709,142,101
Hope Foundation,Clothing,Pants,66,760,106,55
Hope Foundation,Clothing,Pants,67,718,105,147
Hope Foundation,Clothing,Pants,68,708,59,69
Hope Foundation,Clothing,Pants,69,640,74,142
Hope Foundation,Clothing,Pants,70,729,133,44
Hope Foundation,Clothing,Pants,71,710,114,133
Hope Foundation,Clothing,Pants,72,766,98,42
Hope Foundation,Clothing,Pants,73,807,94,53
Hope Foundation,Clothing,Pants,74,733,79,153
Hope Foundation,Clothing,Pants,75,793,117,57
Hope Foundation,Clothing,Pants,76,828,111,76
Hope Foundation,Clothing,Pants,77,815,74,87
Hope Foundation,Clothing,Pants,78,837,114,92
Hope Foundation,Clothing,Pants,79,853,128,112
Hope Foundation,Clothing,Pants,80,829,64,88
Hope Foundation,Clothing,Pants,81,859,137,107
Hope Foundation,Clothing,Pants,82,822,61,98
Hope Foundation,Clothing,Pants,83,808,86,100
Hope Foundation,Clothing,Pants,84,791,92,109
Hope Foundation,Clothing,Pants,85,784,88,95
Hope Foundation,Clothing,Pants,86,811,112,85
Hope Foundation,Clothing,Pants,87,898,137,50
Hope Foundation,Clothing,Pants,88,893,111,116
Hope Foundation,Clothing,Pants,89,976,147,64
Hope Foundation,Clothing,Pants,90,1005,120,91
Hope Foundation,Clothing,Pants,91,960,53,98
Hope Foundation,Clothing,Pants,92,1022,121,59
Hope Foundation,Clothing,Pants,93,1062,142,102
Hope Foundation,Clothing,Pants,94,1009,103,156
Hope Foundation,Clothing,Pants,95,986,123,146
Hope Foundation,Clothing,Pants,96,1037,147,96
Hope Foundation,Clothing,Pants,97,1096,139,80
Hope Foundation,Clothing,Pants,98,989,52,159
Hope Foundation,Clothing,Pants,99,1000,55,44
Hope Foundation,Clothing,Pants,100,961,54,93
Hope Foundation,Clothing,Pants,101,931,96,126
Hope Foundation,Clothing,Pants,102,981,98,48
Hope Foundation,Clothing,Pants,103,1070,148,59
Hope Foundation,Clothing,Pants,104,1035,110,145
Hope Foundation,Clothing,Jackets,1,696,99,121
Hope Foundation,Clothing,Jackets,2,751,111,56
Hope Foundation,Clothing,Jackets,3,846,137,42
Hope Foundation,Clothing,Jackets,4,789,81,138
Hope Foundation,Clothing,Jackets,5,692,62,159
Hope Foundation,Clothing,Jackets,6,718,138,112
Hope Foundation,Clothing,Jackets,7,782,117,53
Hope Foundation,Clothing,Jackets,8,879,147,50
Hope Foundation,Clothing,Jackets,9,878,105,106
Hope Foundation,Clothing,Jackets,10,951,141,68
Hope Foundation,Clothing,Jackets,11,903,58,106
Hope Foundation,Clothing,Jackets,12,840,74,137
Hope Foundation,Clothing,Jackets,13,884,125,81
Hope Foundation,Clothing,Jackets,14,824,58,118
Hope Foundation,Clothing,Jackets,15,849,89,64
Hope Foundation,Clothing,Jackets,16,853,54,50
Hope Foundation,Clothing,Jackets,17,824,108,137
Hope Foundation,Clothing,Jackets,18,843,137,118
Hope Foundation,Clothing,Jackets,19,819,87,111
Hope Foundation,Clothing,Jackets,20,786,54,87
Hope Foundation,Clothing,Jackets,21,868,139,57
Hope Foundation,Clothing,Jackets,22,911,119,76
Hope Foundation,Clothing,Jackets,23,933,109,87
Hope Foundation,Clothing,Jackets,24,992,126,67
Hope Foundation,Clothing,Jackets,25,994,118,116
Hope Foundation,Clothing,Jackets,26,971,130,153
Hope Foundation,Clothing,Jackets,27,976,89,84
Hope Foundation,Clothing,Jackets,28,1020,145,101
Hope Foundation,Clothing,Jackets,29,1008,142,154
Hope Foundation,Clothing,Jackets,30,1009,107,106
Hope Foundation,Clothing,Jackets,31,1035,105,79
Hope Foundation,Clothing,Jackets,32,1103,147,79
Hope Foundation,Clothing,Jackets,33,1127,140,116
Hope Foundation,Clothing,Jackets,34,1164,82,45
Hope Foundation,Clothing,Jackets,35,1243,137,58
Hope Foundation,Clothing,Jackets,36,1293,129,79
Hope Foundation,Clothing,Jackets,37,1298,141,136
Hope Foundation,Clothing,Jackets,38,1308,108,98
Hope Foundation,Clothing,Jackets,39,1325,97,80
Hope Foundation,Clothing,Jackets,40,1241,62,146
Hope Foundation,Clothing,Jackets,41,1207,94,128
Hope Foundation,Clothing,Jackets,42,1228,102,81
Hope Foundation,Clothing,Jackets,43,1275,149,102
Hope Foundation,Clothing,Jackets,44,1274,76,77
Hope Foundation,Clothing,Jackets,45,1337,109,46
Hope Foundation,Clothing,Jackets,46,1245,54,146
Hope Foundation,Clothing,Jackets,47,1242,94,97
Hope Foundation,Clothing,Jackets,48,1260,80,62
Hope Foundation,Clothing,Jackets,49,1302,91,49
Hope Foundation,Clothing,Jackets,50,1237,81,146
Hope Foundation,Clothing,Jackets,51,1270,102,69
Hope Foundation,Clothing,Jackets,52,1288,88,70
Hope Foundation,Clothing,Jackets,53,1280,131,139
Hope Foundation,Clothing,Jackets,54,1214,51,117
Hope Foundation,Clothing,Jackets,55,1208,126,132
Hope Foundation,Clothing,Jackets,56,1191,61,78
Hope Foundation,Clothing,Jackets,57,1171,115,135
Hope Foundation,Clothing,Jackets,58,1148,62,85
Hope Foundation,Clothing,Jackets,59,1072,76,152
Hope Foundation,Clothing,Jackets,60,995,66,143
Hope Foundation,Clothing,Jackets,61,1002,144,137
Hope Foundation,Clothing,Jackets,62,1008,109,103
Hope Foundation,Clothing,Jackets,63,997,137,148
Hope Foundation,Clothing,Jackets,64,930,84,151
Hope Foundation,Clothing,Jackets,65,927,119,122
Hope Foundation,Clothing,Jackets,66,896,79,110
Hope Foundation,Clothing,Jackets,67,875,123,144
Hope Foundation,Clothing,Jackets,68,883,145,137
Hope Foundation,Clothing,Jackets,69,928,112,67
Hope Foundation,Clothing,Jackets,70,919,109,118
Hope Foundation,Clothing,Jackets,71,986,143,76
Hope Foundation,Clothing,Jackets,72,1067,142,61
Hope Foundation,Clothing,Jackets,73,1125,117,59
Hope Foundation,Clothing,Jackets,74,1131,145,139
Hope Foundation,Clothing,Jackets,75,1118,117,130
Hope Foundation,Clothing,Jackets,76,1175,113,56
Hope Foundation,Clothing,Jackets,77,1175,61,61
Hope Foundation,Clothing,Jackets,78,1192,66,49
Hope Foundation,Clothing,Jackets,79,1245,114,61
Hope Foundation,Clothing,Jackets,80,1225,139,159
Hope Foundation,Clothing,Jackets,81,1267,131,89
Hope Foundation,Clothing,Jackets,82,1227,63,103
Hope Foundation,Clothing,Jackets,83,1255,96,68
Hope Foundation,Clothing,Jackets,84,1305,125,75
Hope Foundation,Clothing,Jackets,85,1362,148,91
Hope Foundation,Clothing,Jackets,86,1441,125,46
Hope Foundation,Clothing,Jackets,87,1469,78,50
Hope Foundation,Clothing,Jackets,88,1506,82,45
Hope Foundation,Clothing,Jackets,89,1563,128,71
Hope Foundation,Clothing,Jackets,90,1549,100,114
Hope Foundation,Clothing,Jackets,91,1530,107,126
Hope Foundation,Clothing,Jackets,92,1468,75,137
Hope Foundation,Clothing,Jackets,93,1426,95,137
